Accession Numbers,Amino Acids,A,C,D,E,F,G,H,I,K,L,M,N,P,Q,R,S,T,V,W,Y,Properties,Hydrophobic,Polar,Small,Negative,Postive,Amide,Large Aliphatic,Small Aliphatic,Aromatic,Hydroxy,X,Number of Y,Number of pY
A6NHR9,4.593175853018373,1.574803149606299,6.4304461942257225,6.167979002624672,4.0682414698162725,4.8556430446194225,1.968503937007874,7.742782152230972,7.611548556430446,9.580052493438322,2.493438320209974,4.8556430446194225,6.561679790026247,5.2493438320209975,4.199475065616798,7.086614173228346,5.380577427821522,6.561679790026247,0.9186351706036745,2.099737532808399,,44.488188976377955,36.482939632545936,47.9002624671916,12.598425196850394,13.779527559055119,10.104986876640421,17.322834645669293,16.010498687664043,7.086614173228346,12.46719160104987,,16,1,762
A6NHR9-2,5.007824726134586,1.4606155451225873,6.311945748565467,6.677099634846114,4.277516953573292,6.520605112154408,2.2952529994783517,7.198748043818466,7.981220657276995,9.128847157016171,1.7736045905059992,4.277516953573292,5.94679186228482,4.486176317162233,4.486176317162233,6.311945748565467,5.216484089723526,6.83359415753782,0.9389671361502347,2.8690662493479393,,46.0093896713615,36.515388628064684,47.88732394366197,12.98904538341158,14.76264997391758,8.763693270735525,16.327595200834637,18.362023995826814,8.085550339071466,11.528429838288993,,55,1,1917
J3KTL8,4.971181556195965,1.440922190201729,5.9077809798270895,6.195965417867435,3.818443804034582,6.195965417867435,2.161383285302594,7.564841498559077,8.501440922190202,9.94236311239193,1.9452449567723344,4.322766570605188,6.412103746397695,4.899135446685879,4.034582132564841,6.340057636887608,5.115273775216139,6.9164265129683,1.0086455331412103,2.3054755043227666,,46.10951008645533,36.023054755043226,47.62247838616715,12.103746397694525,14.697406340057638,9.221902017291066,17.507204610951007,18.0835734870317,7.132564841498558,11.455331412103746,,32,1,1388
F8W0P7,12.962962962962962,0.0,4.444444444444445,5.185185185185185,2.9629629629629632,10.37037037037037,1.4814814814814816,4.814814814814815,2.5925925925925926,10.0,2.2222222222222223,2.5925925925925926,5.555555555555555,4.444444444444445,5.9259259259259265,4.814814814814815,7.037037037037037,10.0,0.0,2.5925925925925926,,55.92592592592593,26.666666666666668,57.77777777777778,9.62962962962963,10.0,7.037037037037037,14.814814814814815,33.33333333333333,5.555555555555555,11.851851851851851,,7,3,270
H0YH81,11.32596685082873,0.0,4.972375690607735,6.077348066298343,2.7624309392265194,10.220994475138122,1.6574585635359116,6.906077348066299,3.591160220994475,8.287292817679557,2.7624309392265194,2.209944751381215,6.629834254143646,3.314917127071823,5.248618784530387,4.972375690607735,7.458563535911603,8.83977900552486,0.0,2.4861878453038675,,53.591160220994475,27.07182320441989,56.629834254143645,11.049723756906078,10.497237569060774,5.524861878453038,15.193370165745856,30.386740331491712,5.248618784530387,12.430939226519339,,9,4,362
P06576,11.153119092627598,0.0,5.103969754253308,6.994328922495274,3.0245746691871456,9.262759924385634,1.890359168241966,6.805293005671078,4.3478260869565215,9.073724007561438,2.6465028355387523,1.7013232514177694,6.049149338374291,4.536862003780719,4.914933837429111,4.914933837429111,6.238185255198488,8.88468809073724,0.0,2.4574669187145557,,53.308128544423454,29.48960302457467,53.30812854442344,12.098298676748582,11.153119092627598,6.238185255198489,15.879017013232517,29.300567107750474,5.482041587901701,11.153119092627598,,13,4,529
F8W079,9.507042253521126,0.0,3.873239436619718,6.690140845070422,2.464788732394366,10.915492957746478,1.4084507042253522,7.746478873239436,5.633802816901409,9.15492957746479,3.5211267605633805,1.7605633802816902,5.985915492957746,3.873239436619718,5.28169014084507,5.985915492957746,6.690140845070422,7.746478873239436,0.0,1.7605633802816902,,52.8169014084507,28.521126760563384,52.46478873239437,10.56338028169014,12.323943661971832,5.633802816901408,16.901408450704224,28.16901408450704,4.225352112676056,12.676056338028168,,5,2,284
H0YI37,12.030075187969924,0.0,5.263157894736842,5.263157894736842,1.5037593984962405,9.774436090225564,2.2556390977443606,6.7669172932330826,4.511278195488721,7.518796992481203,3.007518796992481,3.007518796992481,3.7593984962406015,2.2556390977443606,3.7593984962406015,6.7669172932330826,11.278195488721805,8.270676691729323,0.0,3.007518796992481,,51.87969924812029,26.315789473684205,60.150375939849624,10.526315789473683,10.526315789473683,5.263157894736842,14.285714285714285,30.075187969924812,4.511278195488721,18.045112781954888,,4,2,133
P29401,11.568938193343898,1.9017432646592711,5.705229793977813,5.54675118858954,3.8034865293185423,7.131537242472266,2.694136291600634,7.448494453248812,6.656101426307448,7.448494453248812,2.0602218700475436,3.1695721077654517,4.595879556259905,4.120443740095087,4.595879556259905,7.131537242472266,5.071315372424722,5.705229793977813,0.7923930269413629,2.8526148969889067,,50.71315372424722,32.48811410459587,51.9809825673534,11.251980982567353,13.946117274167985,7.2900158478605395,14.896988906497624,24.40570522979398,7.448494453248811,12.202852614896988,,18,3,631
F8WAX4,8.641975308641975,2.4691358024691357,4.938271604938271,4.938271604938271,3.7037037037037033,4.938271604938271,7.4074074074074066,4.938271604938271,3.7037037037037033,7.4074074074074066,2.4691358024691357,1.2345679012345678,9.876543209876543,8.641975308641975,7.4074074074074066,8.641975308641975,3.7037037037037033,3.7037037037037033,0.0,1.2345679012345678,,39.50617283950617,38.2716049382716,48.148148148148145,9.876543209876543,18.51851851851852,9.876543209876543,12.345679012345677,17.28395061728395,4.938271604938271,12.345679012345677,,1,1,81
E9PFF2,11.377245508982035,2.095808383233533,5.389221556886228,4.790419161676647,2.9940119760479043,8.08383233532934,3.592814371257485,6.287425149700598,6.88622754491018,7.784431137724551,2.3952095808383236,2.694610778443114,5.688622754491018,6.58682634730539,3.592814371257485,7.18562874251497,3.8922155688622757,4.191616766467066,1.1976047904191618,3.293413173652695,,49.70059880239521,33.53293413173653,50.598802395209574,10.179640718562876,14.071856287425149,9.281437125748504,14.071856287425149,23.65269461077844,7.485029940119761,11.077844311377245,,11,2,334
P29401-2,11.568938193343898,1.9017432646592711,5.705229793977813,5.54675118858954,3.8034865293185423,7.131537242472266,2.694136291600634,7.448494453248812,6.656101426307448,7.448494453248812,2.0602218700475436,3.1695721077654517,4.595879556259905,4.120443740095087,4.595879556259905,7.131537242472266,5.071315372424722,5.705229793977813,0.7923930269413629,2.8526148969889067,,50.71315372424722,32.48811410459587,51.9809825673534,11.251980982567353,13.946117274167985,7.2900158478605395,14.896988906497624,24.40570522979398,7.448494453248811,12.202852614896988,,18,3,631
F8W888,13.725490196078432,1.9607843137254901,5.228758169934641,3.9215686274509802,3.9215686274509802,7.8431372549019605,4.57516339869281,3.2679738562091507,5.88235294117647,8.49673202614379,2.6143790849673203,2.6143790849673203,5.88235294117647,5.228758169934641,4.57516339869281,7.8431372549019605,5.228758169934641,3.2679738562091507,0.6535947712418301,3.2679738562091507,,49.01960784313726,32.02614379084967,53.594771241830074,9.15032679738562,15.03267973856209,7.843137254901961,11.764705882352942,24.836601307189543,7.843137254901961,13.071895424836601,,5,1,153
P28074-3,10.625,1.875,6.25,5.0,1.25,11.25,1.25,3.75,3.125,6.875000000000001,3.75,3.125,1.25,2.5,8.125,9.375,2.5,6.875000000000001,1.875,9.375,,57.5,29.375,53.125,11.25,12.5,5.625,10.625,28.75,12.5,11.875,,15,4,160
P28074,10.625,1.875,6.25,5.0,1.25,11.25,1.25,3.75,3.125,6.875000000000001,3.75,3.125,1.25,2.5,8.125,9.375,2.5,6.875000000000001,1.875,9.375,,57.5,29.375,53.125,11.25,12.5,5.625,10.625,28.75,12.5,11.875,,15,5,160
O15042,4.193548387096775,0.967741935483871,6.129032258064516,12.903225806451612,3.5483870967741935,3.064516129032258,2.4193548387096775,4.354838709677419,10.64516129032258,7.580645161290322,2.0967741935483875,3.387096774193549,5.806451612903226,3.225806451612903,8.38709677419355,10.64516129032258,3.7096774193548385,3.5483870967741935,1.129032258064516,2.258064516129032,,32.74193548387097,47.09677419354839,41.4516129032258,19.032258064516128,21.451612903225808,6.612903225806452,11.93548387096774,10.806451612903226,6.935483870967742,14.354838709677418,,14,1,620
O15042-3,4.193548387096775,0.967741935483871,6.129032258064516,12.903225806451612,3.5483870967741935,3.064516129032258,2.4193548387096775,4.354838709677419,10.64516129032258,7.580645161290322,2.0967741935483875,3.387096774193549,5.806451612903226,3.225806451612903,8.38709677419355,10.64516129032258,3.7096774193548385,3.5483870967741935,1.129032258064516,2.258064516129032,,32.74193548387097,47.09677419354839,41.4516129032258,19.032258064516128,21.451612903225808,6.612903225806452,11.93548387096774,10.806451612903226,6.935483870967742,14.354838709677418,,14,1,620
O15042-2,5.058365758754864,0.7782101167315175,5.836575875486381,11.673151750972762,3.501945525291829,4.085603112840467,2.237354085603113,3.7937743190661477,10.505836575875486,6.906614785992218,2.6264591439688716,4.280155642023346,7.392996108949417,3.2101167315175094,7.782101167315175,10.505836575875486,3.599221789883268,3.501945525291829,0.8754863813229572,1.8482490272373542,,32.976653696498055,45.52529182879377,45.038910505836576,17.509727626459142,20.525291828793776,7.490272373540856,10.700389105058367,12.645914396887159,6.225680933852141,14.105058365758754,,19,1,1028
Q14315-2,7.13224368499257,1.634472511144131,5.794947994056463,6.389301634472511,3.4175334323922733,11.181277860326896,2.3031203566121845,4.977711738484398,5.869242199108469,5.12630014858841,1.2258543833580982,3.083209509658247,7.949479940564635,2.786032689450223,4.234769687964339,6.2035661218424965,7.020802377414562,10.104011887072808,0.6315007429420505,2.9346210995542346,,48.36552748885587,30.460624071322435,60.10401188707281,12.184249628528974,12.407132243684991,5.86924219910847,10.104011887072808,28.417533432392275,6.983655274888559,13.224368499257057,,79,1,2692
Q14315,7.13224368499257,1.634472511144131,5.794947994056463,6.389301634472511,3.4175334323922733,11.181277860326896,2.3031203566121845,4.977711738484398,5.869242199108469,5.12630014858841,1.2258543833580982,3.083209509658247,7.949479940564635,2.786032689450223,4.234769687964339,6.2035661218424965,7.020802377414562,10.104011887072808,0.6315007429420505,2.9346210995542346,,48.36552748885587,30.460624071322435,60.10401188707281,12.184249628528974,12.407132243684991,5.86924219910847,10.104011887072808,28.417533432392275,6.983655274888559,13.224368499257057,,79,1,2692
P53621,6.89375506893755,2.2708840227088403,6.244931062449311,5.839416058394161,3.9740470397404706,6.407137064071371,3.0008110300081103,5.43390105433901,6.731549067315491,10.543390105433902,1.8653690186536902,4.4606650446066505,4.5417680454176805,3.8118410381184105,5.43390105433901,5.02838605028386,5.6772100567721,6.974858069748581,1.70316301703163,3.1630170316301705,,49.22952149229521,35.523114355231144,48.49959448499594,12.084347120843471,15.166261151662612,8.27250608272506,15.977291159772912,20.275750202757504,8.840227088402271,10.70559610705596,,39,2,1233
P53621-2,6.89375506893755,2.2708840227088403,6.244931062449311,5.839416058394161,3.9740470397404706,6.407137064071371,3.0008110300081103,5.43390105433901,6.731549067315491,10.543390105433902,1.8653690186536902,4.4606650446066505,4.5417680454176805,3.8118410381184105,5.43390105433901,5.02838605028386,5.6772100567721,6.974858069748581,1.70316301703163,3.1630170316301705,,49.22952149229521,35.523114355231144,48.49959448499594,12.084347120843471,15.166261151662612,8.27250608272506,15.977291159772912,20.275750202757504,8.840227088402271,10.70559610705596,,39,2,1233
J3KMX5,5.405405405405405,0.6756756756756757,4.054054054054054,2.7027027027027026,2.027027027027027,6.756756756756757,4.054054054054054,6.081081081081082,10.135135135135135,12.837837837837837,2.027027027027027,2.7027027027027026,6.756756756756757,4.054054054054054,7.4324324324324325,7.4324324324324325,3.3783783783783785,7.4324324324324325,2.027027027027027,2.027027027027027,,47.29729729729729,35.13513513513514,44.5945945945946,6.756756756756757,21.62162162162162,6.756756756756757,18.91891891891892,19.594594594594593,6.081081081081082,10.81081081081081,,3,2,148
E9PS50,7.758620689655173,1.7241379310344827,4.310344827586207,1.7241379310344827,0.8620689655172413,7.758620689655173,3.4482758620689653,6.0344827586206895,7.758620689655173,14.655172413793101,1.7241379310344827,1.7241379310344827,5.172413793103448,3.4482758620689653,6.0344827586206895,13.793103448275861,3.4482758620689653,6.0344827586206895,0.8620689655172413,1.7241379310344827,,49.13793103448276,28.448275862068964,51.724137931034484,6.03448275862069,17.24137931034483,5.172413793103448,20.68965517241379,21.551724137931036,3.4482758620689653,17.241379310344826,,2,1,116
P62277,7.9470198675496695,0.0,4.635761589403973,3.3112582781456954,1.3245033112582782,5.298013245033113,3.3112582781456954,5.960264900662252,11.920529801324504,12.582781456953644,1.3245033112582782,1.9867549668874174,5.298013245033113,2.6490066225165565,9.271523178807946,7.28476821192053,3.9735099337748347,6.622516556291391,1.3245033112582782,3.9735099337748347,,46.35761589403973,37.086092715231786,43.04635761589404,7.947019867549669,24.503311258278146,4.635761589403974,18.543046357615896,19.867549668874172,6.622516556291391,11.258278145695364,,6,2,151
P62995-3,4.25531914893617,1.0638297872340425,8.51063829787234,3.1914893617021276,3.1914893617021276,11.702127659574469,1.0638297872340425,3.1914893617021276,2.127659574468085,2.6595744680851063,1.5957446808510638,2.6595744680851063,5.319148936170213,2.127659574468085,18.617021276595743,10.106382978723403,3.723404255319149,4.25531914893617,0.5319148936170213,10.106382978723403,,42.5531914893617,38.29787234042553,51.595744680851055,11.702127659574469,21.80851063829787,4.787234042553191,5.851063829787234,20.21276595744681,13.829787234042552,13.829787234042552,,19,5,188
H7BXF3,3.937007874015748,0.0,9.448818897637794,3.149606299212598,3.149606299212598,7.874015748031496,0.7874015748031495,3.937007874015748,2.3622047244094486,0.7874015748031495,1.574803149606299,1.574803149606299,6.299212598425196,1.574803149606299,20.47244094488189,12.598425196850393,3.149606299212598,3.937007874015748,0.0,12.598425196850393,,37.795275590551185,39.37007874015748,48.818897637795274,12.598425196850393,23.62204724409449,3.149606299212598,4.724409448818898,15.748031496062993,15.74803149606299,15.74803149606299,,16,4,127
P62995,4.25531914893617,1.0638297872340425,8.51063829787234,3.1914893617021276,3.1914893617021276,11.702127659574469,1.0638297872340425,3.1914893617021276,2.127659574468085,2.6595744680851063,1.5957446808510638,2.6595744680851063,5.319148936170213,2.127659574468085,18.617021276595743,10.106382978723403,3.723404255319149,4.25531914893617,0.5319148936170213,10.106382978723403,,42.5531914893617,38.29787234042553,51.595744680851055,11.702127659574469,21.80851063829787,4.787234042553191,5.851063829787234,20.21276595744681,13.829787234042552,13.829787234042552,,19,5,188
Q13595,2.7777777777777777,0.5555555555555556,7.222222222222221,3.888888888888889,2.7777777777777777,16.11111111111111,1.6666666666666667,2.2222222222222223,1.1111111111111112,3.3333333333333335,2.2222222222222223,2.7777777777777777,5.0,0.5555555555555556,18.333333333333332,10.0,5.0,3.888888888888889,0.0,10.555555555555555,,44.44444444444444,35.55555555555556,53.33333333333333,11.11111111111111,21.11111111111111,3.333333333333333,5.555555555555555,22.77777777777778,13.333333333333332,15.0,,19,4,180
H7C2L4,1.8691588785046727,0.0,9.345794392523365,0.9345794392523363,0.9345794392523363,14.953271028037381,0.9345794392523363,3.7383177570093453,0.9345794392523363,0.9345794392523363,1.8691588785046727,0.0,6.5420560747663545,1.8691588785046727,22.429906542056074,12.149532710280374,3.7383177570093453,0.9345794392523363,0.9345794392523363,14.018691588785046,,40.18691588785046,36.44859813084112,49.532710280373834,10.280373831775702,24.299065420560748,1.8691588785046727,4.672897196261681,17.75700934579439,15.887850467289718,15.88785046728972,,15,5,107
Q13595-4,2.7777777777777777,0.5555555555555556,7.222222222222221,3.888888888888889,2.7777777777777777,16.11111111111111,1.6666666666666667,2.2222222222222223,1.1111111111111112,3.3333333333333335,2.2222222222222223,2.7777777777777777,5.0,0.5555555555555556,18.333333333333332,10.0,5.0,3.888888888888889,0.0,10.555555555555555,,44.44444444444444,35.55555555555556,53.33333333333333,11.11111111111111,21.11111111111111,3.333333333333333,5.555555555555555,22.77777777777778,13.333333333333332,15.0,,19,4,180
Q13595-3,2.7624309392265194,0.5524861878453038,7.18232044198895,3.867403314917127,2.7624309392265194,16.022099447513813,1.6574585635359116,2.209944751381215,1.1049723756906076,3.314917127071823,2.209944751381215,2.7624309392265194,4.972375690607735,0.5524861878453038,18.784530386740332,9.94475138121547,4.972375690607735,3.867403314917127,0.0,10.497237569060774,,44.19889502762431,35.91160220994475,53.03867403314917,11.049723756906078,21.54696132596685,3.314917127071823,5.524861878453038,22.65193370165746,13.259668508287293,14.917127071823206,,19,4,181
P17174-2,7.908163265306123,1.2755102040816326,4.081632653061225,6.122448979591836,5.1020408163265305,6.887755102040815,2.5510204081632653,4.846938775510204,5.357142857142857,8.673469387755102,1.7857142857142856,6.122448979591836,5.612244897959184,3.571428571428571,5.357142857142857,6.887755102040815,5.357142857142857,6.63265306122449,2.806122448979592,3.061224489795918,,48.97959183673469,33.16326530612245,50.765306122448976,10.204081632653061,13.26530612244898,9.693877551020407,13.520408163265305,21.42857142857143,10.96938775510204,12.244897959183671,,12,1,392
P17174,7.908163265306123,1.2755102040816326,4.081632653061225,6.122448979591836,5.1020408163265305,6.887755102040815,2.5510204081632653,4.846938775510204,5.357142857142857,8.673469387755102,1.7857142857142856,6.122448979591836,5.612244897959184,3.571428571428571,5.357142857142857,6.887755102040815,5.357142857142857,6.63265306122449,2.806122448979592,3.061224489795918,,48.97959183673469,33.16326530612245,50.765306122448976,10.204081632653061,13.26530612244898,9.693877551020407,13.520408163265305,21.42857142857143,10.96938775510204,12.244897959183671,,12,1,392
P62888,7.82608695652174,2.608695652173913,2.608695652173913,5.217391304347826,0.0,7.82608695652174,1.7391304347826086,7.82608695652174,12.173913043478262,9.565217391304348,4.3478260869565215,4.3478260869565215,2.608695652173913,3.4782608695652173,4.3478260869565215,6.956521739130435,5.217391304347826,5.217391304347826,0.0,6.086956521739131,,51.30434782608697,33.913043478260875,45.217391304347835,7.826086956521739,18.26086956521739,7.826086956521738,17.391304347826086,20.869565217391305,6.086956521739131,12.173913043478262,,7,2,115
E5RI99,7.894736842105263,2.631578947368421,2.631578947368421,5.263157894736842,0.0,7.894736842105263,1.7543859649122806,7.894736842105263,11.403508771929824,9.649122807017543,4.385964912280701,4.385964912280701,2.631578947368421,3.508771929824561,4.385964912280701,7.017543859649122,5.263157894736842,5.263157894736842,0.0,6.140350877192982,,51.754385964912274,33.33333333333333,45.614035087719294,7.894736842105262,17.543859649122805,7.894736842105262,17.543859649122805,21.052631578947366,6.140350877192982,12.280701754385964,,7,2,114
A0A0B4J213,5.88235294117647,3.9215686274509802,5.88235294117647,5.88235294117647,0.0,11.76470588235294,3.9215686274509802,9.803921568627452,5.88235294117647,5.88235294117647,3.9215686274509802,3.9215686274509802,3.9215686274509802,1.9607843137254901,3.9215686274509802,5.88235294117647,7.8431372549019605,3.9215686274509802,0.0,5.88235294117647,,50.98039215686274,31.372549019607842,52.94117647058823,11.76470588235294,13.72549019607843,5.88235294117647,15.686274509803923,21.56862745098039,5.88235294117647,13.72549019607843,,3,1,51
Q92616,9.472107824784723,1.57244477723699,4.71733433171097,6.327218270310745,2.508423811306627,5.46611755896668,2.021714713590416,4.829651815799326,6.027704979408461,15.013103706476974,2.5833021340321976,2.3212280044926996,4.792212654436541,4.829651815799326,4.979408461250468,7.637588918008237,4.829651815799326,7.712467240733807,0.8611007113440659,1.497566454511419,,51.51628603519281,31.224260576563086,48.52115312616997,11.044552602021714,13.028828154249345,7.150879820292026,19.8427555222763,22.65069262448521,4.867090977162111,12.467240733807563,,40,2,2671
Q99832-2,11.504424778761061,2.0648967551622417,5.899705014749262,7.374631268436578,3.8348082595870205,7.669616519174041,2.0648967551622417,6.784660766961652,5.899705014749262,7.079646017699115,2.949852507374631,4.424778761061947,3.2448377581120944,3.5398230088495577,6.1946902654867255,4.129793510324483,5.014749262536873,6.489675516224189,0.8849557522123894,2.949852507374631,,52.21238938053097,35.39823008849557,50.442477876106196,13.27433628318584,14.159292035398229,7.964601769911504,13.864306784660767,25.66371681415929,7.669616519174041,9.144542772861357,,10,1,339
Q99832-4,11.403508771929824,1.7543859649122806,5.482456140350877,7.017543859649122,3.7280701754385963,7.017543859649122,1.7543859649122806,6.798245614035088,7.675438596491229,8.333333333333332,3.289473684210526,3.508771929824561,2.850877192982456,4.385964912280701,5.263157894736842,3.9473684210526314,5.263157894736842,7.456140350877193,0.6578947368421052,2.4122807017543857,,52.85087719298245,35.08771929824562,48.68421052631579,12.5,14.69298245614035,7.894736842105262,15.131578947368421,25.877192982456137,6.798245614035087,9.210526315789473,,11,1,456
Q99832-3,11.623246492985972,1.6032064128256511,6.212424849699398,6.613226452905812,3.406813627254509,7.014028056112225,1.8036072144288577,7.014028056112225,8.016032064128256,8.617234468937877,2.80561122244489,3.406813627254509,2.80561122244489,4.208416833667335,5.01002004008016,4.008016032064128,5.410821643286573,7.615230460921844,0.6012024048096193,2.2044088176352705,,52.505010020040075,35.27054108216433,49.69939879759519,12.825651302605209,14.829659318637274,7.615230460921843,15.6312625250501,26.25250501002004,6.212424849699398,9.418837675350701,,11,1,499
Q99832,11.403508771929824,1.7543859649122806,5.482456140350877,7.017543859649122,3.7280701754385963,7.017543859649122,1.7543859649122806,6.798245614035088,7.675438596491229,8.333333333333332,3.289473684210526,3.508771929824561,2.850877192982456,4.385964912280701,5.263157894736842,3.9473684210526314,5.263157894736842,7.456140350877193,0.6578947368421052,2.4122807017543857,,52.85087719298245,35.08771929824562,48.68421052631579,12.5,14.69298245614035,7.894736842105262,15.131578947368421,25.877192982456137,6.798245614035087,9.210526315789473,,11,1,456
A2A274,7.7018633540372665,1.7391304347826086,5.838509316770186,5.590062111801243,2.608695652173913,10.062111801242237,3.354037267080745,7.204968944099378,6.832298136645963,8.695652173913043,1.3664596273291925,4.3478260869565215,5.838509316770186,3.7267080745341614,4.3478260869565215,5.341614906832298,5.714285714285714,5.590062111801243,1.2422360248447204,2.857142857142857,,49.068322981366464,34.03726708074534,52.173913043478265,11.428571428571429,14.53416149068323,8.074534161490682,15.90062111801242,23.354037267080745,6.70807453416149,11.055900621118013,,23,1,805
Q99798,7.6923076923076925,1.6666666666666667,5.897435897435897,5.512820512820513,2.6923076923076925,9.615384615384617,3.4615384615384617,7.435897435897436,7.051282051282051,8.846153846153847,1.4102564102564104,4.487179487179487,5.512820512820513,3.717948717948718,4.358974358974359,5.128205128205128,5.769230769230769,5.641025641025641,1.153846153846154,2.9487179487179485,,49.1025641025641,34.48717948717949,51.41025641025641,11.410256410256409,14.871794871794872,8.205128205128204,16.282051282051285,22.948717948717952,6.794871794871796,10.897435897435898,,23,1,780
O15247,6.0728744939271255,2.0242914979757085,6.882591093117409,8.906882591093117,6.477732793522267,4.048582995951417,1.214574898785425,4.4534412955465585,9.7165991902834,10.931174089068826,1.214574898785425,5.263157894736842,7.28744939271255,2.42914979757085,4.048582995951417,4.8582995951417,5.263157894736842,4.4534412955465585,0.8097165991902834,3.643724696356275,,44.129554655870436,38.46153846153845,46.15384615384615,15.789473684210526,14.979757085020243,7.692307692307692,15.384615384615383,14.574898785425102,10.931174089068826,10.12145748987854,,9,1,247
Q9BSJ8,5.745062836624776,0.807899461400359,6.373429084380611,6.822262118491921,2.96229802513465,6.732495511669659,2.064631956912029,3.141831238779174,4.757630161579892,14.003590664272892,1.615798922800718,1.9748653500897666,7.1813285457809695,4.937163375224417,6.193895870736086,8.5278276481149,4.308797127468582,8.07899461400359,1.7953321364452424,1.9748653500897666,,46.858168761220824,33.123877917414724,49.730700179533216,13.195691202872531,13.016157989228008,6.912028725314183,17.145421903052068,20.556552962298024,6.732495511669659,12.836624775583482,,22,1,1114
Q9BSJ8-2,5.745062836624776,0.807899461400359,6.373429084380611,6.822262118491921,2.96229802513465,6.732495511669659,2.064631956912029,3.141831238779174,4.757630161579892,14.003590664272892,1.615798922800718,1.9748653500897666,7.1813285457809695,4.937163375224417,6.193895870736086,8.5278276481149,4.308797127468582,8.07899461400359,1.7953321364452424,1.9748653500897666,,46.858168761220824,33.123877917414724,49.730700179533216,13.195691202872531,13.016157989228008,6.912028725314183,17.145421903052068,20.556552962298024,6.732495511669659,12.836624775583482,,22,1,1114
P68104,8.843537414965986,1.3605442176870748,5.6689342403628125,5.895691609977324,3.1746031746031744,9.523809523809524,2.2675736961451247,6.575963718820861,10.204081632653061,5.442176870748299,2.494331065759637,3.4013605442176873,5.215419501133787,2.0408163265306123,3.8548752834467117,4.988662131519274,6.122448979591836,9.297052154195011,1.1337868480725624,2.494331065759637,,50.34013605442178,33.333333333333336,54.421768707483,11.564625850340136,16.3265306122449,5.4421768707483,12.01814058956916,27.664399092970523,6.802721088435375,11.11111111111111,,11,5,441
A0A087WVQ9,8.843537414965986,1.3605442176870748,5.6689342403628125,5.895691609977324,3.1746031746031744,9.523809523809524,2.2675736961451247,6.575963718820861,10.204081632653061,5.442176870748299,2.494331065759637,3.4013605442176873,5.215419501133787,2.0408163265306123,3.8548752834467117,4.761904761904762,6.349206349206349,9.297052154195011,1.1337868480725624,2.494331065759637,,50.34013605442178,33.333333333333336,54.421768707483,11.564625850340136,16.3265306122449,5.4421768707483,12.01814058956916,27.664399092970523,6.802721088435375,11.11111111111111,,11,4,441
P68104-2,8.843537414965986,1.3605442176870748,5.6689342403628125,5.895691609977324,3.1746031746031744,9.523809523809524,2.2675736961451247,6.575963718820861,10.204081632653061,5.442176870748299,2.494331065759637,3.4013605442176873,5.215419501133787,2.0408163265306123,3.8548752834467117,4.988662131519274,6.122448979591836,9.297052154195011,1.1337868480725624,2.494331065759637,,50.34013605442178,33.333333333333336,54.421768707483,11.564625850340136,16.3265306122449,5.4421768707483,12.01814058956916,27.664399092970523,6.802721088435375,11.11111111111111,,11,4,441
Q05639,7.343412526997841,1.2958963282937366,4.751619870410368,6.695464362850973,2.8077753779697625,9.503239740820735,2.375809935205184,7.559395248380129,9.935205183585314,5.399568034557236,2.375809935205184,3.455723542116631,5.615550755939525,2.591792656587473,3.8876889848812093,6.047516198704104,5.831533477321814,8.855291576673865,1.079913606911447,2.591792656587473,,48.8120950323974,33.69330453563715,52.69978401727861,11.44708423326134,16.198704103671705,6.047516198704104,12.958963282937365,25.70194384449244,6.479481641468682,11.879049676025918,,12,2,463
Q5VTE0,8.441558441558442,1.2987012987012987,5.627705627705628,5.844155844155844,3.0303030303030303,9.523809523809524,2.1645021645021645,6.493506493506493,10.38961038961039,5.627705627705628,2.813852813852814,3.2467532467532463,5.411255411255411,2.1645021645021645,3.67965367965368,4.978354978354979,6.0606060606060606,9.523809523809524,1.0822510822510822,2.5974025974025974,,50.43290043290044,33.116883116883116,54.11255411255412,11.471861471861471,16.233766233766232,5.411255411255411,12.121212121212121,27.489177489177493,6.70995670995671,11.03896103896104,,12,5,462
A0A087WV01,7.042253521126761,2.112676056338028,5.868544600938967,6.103286384976526,3.051643192488263,9.389671361502346,2.3474178403755865,6.807511737089202,9.15492957746479,6.103286384976526,2.5821596244131455,3.755868544600939,6.103286384976526,1.643192488262911,3.051643192488263,6.103286384976526,6.103286384976526,8.450704225352112,1.4084507042253522,2.8169014084507045,,49.76525821596244,31.924882629107984,54.929577464788736,11.971830985915492,14.55399061032864,5.39906103286385,12.910798122065728,24.88262910798122,7.27699530516432,12.206572769953052,,12,5,426
P62993,4.545454545454546,1.1363636363636365,9.090909090909092,5.681818181818182,7.386363636363637,6.8181818181818175,2.840909090909091,3.977272727272727,6.8181818181818175,6.25,2.272727272727273,7.386363636363637,5.113636363636364,5.681818181818182,5.113636363636364,3.4090909090909087,2.840909090909091,7.386363636363637,2.272727272727273,3.977272727272727,,46.022727272727266,42.61363636363637,47.727272727272734,14.772727272727273,14.772727272727273,13.068181818181818,10.227272727272727,18.75,13.636363636363637,6.25,,7,1,176
